tmdbId,director,top_cast
862,John Lasseter,Tom Hanks|Tim Allen|Don Rickles
10140,Michael Apted,Skandar Keynes|Georgie Henley|Simon Pegg
47607,Lena Dunham,Lena Dunham|Laurie Simmons|Grace Dunham
37710,Florian Henckel von Donnersmarck,Johnny Depp|Angelina Jolie|Paul Bettany
48395,Jalmari Helander,Per Christian Ellefsen|Jorma Tommila|Tommi Korpela
34667,Jacques Tourneur,Aldo Ray|Brian Keith|Anne Bancroft
46503,Andrew Jarecki,Ryan Gosling|Kirsten Dunst|Frank Langella
44264,Joel Coen,Jeff Bridges|Matt Damon|Josh Brolin
20526,Joseph Kosinski,Garrett Hedlund|Jeff Bridges|Olivia Wilde
44009,Mike Leigh,Jim Broadbent|Lesley Manville|Ruth Sheen
42888,James L. Brooks,Reese Witherspoon|Paul Rudd|Owen Wilson
46829,Richard J. Lewis,Paul Giamatti|Dustin Hoffman|Rosamund Pike
44129,John Wells,Ben Affleck|Tommy Lee Jones|Chris Cooper
30548,Martin Curland,Taylor Handley|Dustin Seavey|Alison Folland
49797,Kim Jee-woon,Lee Byung-hun|Choi Min-sik|Jeon Kuk-hwan
39451,Paul Weitz,Robert De Niro|Ben Stiller|Owen Wilson
38745,Rob Letterman,Jack Black|Amanda Peet|Emily Blunt
56812,Álex de la Iglesia,Santiago Segura|Antonio de la Torre|Raúl Arévalo
34576,Judith Ehrlich,Daniel Ellsberg|Patricia Ellsberg|John Dean
42297,Steve Antin,Cher|Christina Aguilera|Eric Dane
51359,Buster Keaton,Buster Keaton|Virginia Fox|Joe Roberts
51739,Hiromasa Yonebayashi,Mirai Shida|Ryunosuke Kamiki|Tomokazu Miura
46838,Eli Craig,Alan Tudyk|Tyler Labine|Katrina Bowden
41515,Eric Brevig,Dan Aykroyd|Justin Timberlake|Anna Faris
46138,Nigel Cole,Sally Hawkins|Bob Hoskins|Miranda Richardson
46689,Lucy Walker,Vik Muniz
51360,Buster Keaton,Buster Keaton|Virginia Fox|Joe Roberts
50704,Buster Keaton,Buster Keaton|Edward F. Cline|Sybil Seely
53079,John Scheinfeld,Harry Nilsson|Richard Perry|Doug Hoefer
40805,Michel Gondry,Seth Rogen|Jay Chou|Christoph Waltz
51362,Buster Keaton,Buster Keaton|Edward F. Cline|Virginia Fox
25770,Buster Keaton,Buster Keaton|Virginia Fox|Joe Roberts
46528,Sngmoo Lee,Kate Bosworth|Jang Dong-gun|Geoffrey Rush
38742,Buster Keaton,Buster Keaton|Joe Roberts|Virginia Fox
23047,Dominic Sena,Nicolas Cage|Ron Perlman|Ulrich Thomsen
198391,Ricky Gervais,Ricky Gervais
90272,Wladyslaw Starewicz,
49849,Jon Favreau,Daniel Craig|Olivia Wilde|Harrison Ford
40619,Teddy Newton,Wayne Dyer
52013,Jeff Malmberg,Mark Hogancamp
46787,Kenneth Anger,Ernie Allo|Bruce Byron|Bruce Byron
44564,Ron Howard,Kevin James|Vince Vaughn|Winona Ryder
63578,Michael Winterbottom,Steve Coogan|Rob Brydon|Claire Keelan
76229,Jean Negulesco,Gary Merrill|Shelley Winters|Michael Rennie
47909,Lee Chang-dong,Hira Kim|Lee Da-wit|Park Myung-shin
51876,Neil Burger,Bradley Cooper|Robert De Niro|Abbie Cornish
58261,Robert Barry Ptolemy,Tom Abate|Hugo De Garis|Peter Diamandis
52461,Fenton Bailey,Carrie Fisher
22843,Hideaki Anno,Megumi Ogata|Yuko Miyamura|Kotono Mitsuishi
34767,Emmett Malloy,Jack White|Meg White
62976,Daming Chen,Andy Lau|Gong Li|Osric Chau
12536,Rod Daniel,French Stewart|Erick Avari|Mike Weinberg
41630,Ivan Reitman,Natalie Portman|Ashton Kutcher|Kevin Kline
50348,Brad Furman,Matthew McConaughey|Marisa Tomei|Ryan Phillippe
48171,Mikael Håfström,Anthony Hopkins|Colin O'Donoghue|Alice Braga
56590,Sam Liu,James Denton|Christina Hendricks|Anthony LaPaglia
51276,Aleksey Fedorchenko,Yuliya Aug|Igor Sergeev|Viktor Sukhorukov
48138,Jaume Collet-Serra,Liam Neeson|Diane Kruger|January Jones
52067,Miguel Arteta,Anne Heche|Ed Helms|Sigourney Weaver
45772,Kelly Asbury,James McAvoy|Michael Caine|Maggie Smith
50204,John Landis,Simon Pegg|Andy Serkis|Isla Fisher
39513,Greg Mottola,Seth Rogen|Simon Pegg|Nick Frost
20993,Aleksey Balabanov,Sergei Bodrov Jr.|Viktor Sukhorukov|Aleksandr Dyachenko
183894,Jim O'Hanlon,Romola Garai|Michael Gambon|Jonny Lee Miller
44896,Gore Verbinski,Johnny Depp|Isla Fisher|Ned Beatty
50725,Michael Dowse,Topher Grace|Anna Faris|Dan Fogler
54186,Tetsuya Nakashima,松隆子|Masaki Okada|Yoshino Kimura
38050,George Nolfi,Matt Damon|Emily Blunt|John Slattery
56811,Joshua Zeman,Greg Cusick
27582,Simon West,Jason Statham|Ben Foster|Donald Sutherland
48988,Bobby Farrelly,Owen Wilson|Jason Sudeikis|Jenna Fischer
49494,Kevin Macdonald,Channing Tatum|Mark Strong|Jamie Bell
46529,D.J. Caruso,Alex Pettyfer|Timothy Olyphant|Teresa Palmer
44943,Jonathan Liebesman,Aaron Eckhart|Ramón Rodríguez|Will Rothhaar
28874,Mamoru Hosoda,Mitsuki Tanimura|Nanami Sakuraba|Sumiko Fuji
56831,Tommy Lee Jones,Tommy Lee Jones|Samuel L. Jackson
50321,Simon Wells,Seth Green|Joan Cusack|Dan Fogler
72185,John Lounsbery,Sebastian Cabot|Clint Howard|Dori Whitaker
47931,José Padilha,Wagner Moura|Irandhir Santos|André Ramiro
50546,Dennis Dugan,Adam Sandler|Jennifer Aniston|Nicole Kidman
59490,Werner Herzog,Werner Herzog|Dominique Baffier|Jean Clottes
49730,Catherine Hardwicke,Amanda Seyfried|Gary Oldman|Billy Burke
38322,John Whitesell,Martin Lawrence|Brandon T. Jackson|Portia Doubleday
45132,James Gunn,Rainn Wilson|Ellen Page|Liv Tyler
46146,André Øvredal,Otto Jespersen|Hans Morten Hansen|Tomas Alf Larsen
45612,Duncan Jones,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga
38684,Cary Fukunaga,Mia Wasikowska|Jamie Bell|Michael Fassbender
23629,Zack Snyder,Emily Browning|Abbie Cornish|Jena Malone
37534,Luis Berdejo,Kevin Costner|Ivana Baquero|Gattlin Griffith
37405,Michael Hofmann,Charlotte Roche|Josef Ostendorf|Devid Striesow
13413,Angus MacLane,Angus MacLane|Tessa Swigart|Ben Burtt
58496,Asif Kapadia,Ayrton Senna|Alain Prost|Frank Williams
49018,James Wan,Patrick Wilson|Rose Byrne|Ty Simpkins
49010,Jason Eisener,Rutger Hauer|Gregory Smith|Robb Wells
55725,Tom McCarthy,Paul Giamatti|Alex Shaffer|Amy Ryan
39356,Taika Waititi,James Rolleston|Te Aho Aho Eketone-Whitu|Taika Waititi
60307,David Bowers,Zachary Gordon|Devon Bostick|Rachael Harris
53172,Malcolm Venville,Keanu Reeves|Vera Farmiga|James Caan
50359,Tim Hill,Russell Brand|James Marsden|Kaley Cuoco
58857,Takashi Miike,Koji Yakusho|Takayuki Yamada|Yusuke Iseya
50456,Joe Wright,Saoirse Ronan|Eric Bana|Vicky Krieps
46105,Matt Harlock,Kevin Booth|John Farneti|Bill Hicks
49012,Jason Winer,Russell Brand|Helen Mirren|Greta Gerwig
46195,Carlos Saldanha,Jesse Eisenberg|Anne Hathaway|Leslie Mann
62215,Lars von Trier,Kirsten Dunst|Charlotte Gainsbourg|Kiefer Sutherland
10195,Kenneth Branagh,Chris Hemsworth|Natalie Portman|Tom Hiddleston
45523,Louis C.K.,Louis C.K.
30969,Louis C.K.,Louis C.K.
24447,Steven J. Santos,Louis C.K.
202241,Todd Haynes,Kate Winslet|Evan Rachel Wood|Guy Pearce
167966,,Steven Spielberg
55787,Francis Lawrence,Robert Pattinson|Reese Witherspoon|Christoph Waltz
57586,Alastair Fothergill,Samuel L. Jackson
54083,Jean-Luc Godard,Catherine Tanvier|Christian Sinniger|Jean-Marc Stehlé
51497,Justin Lin,Vin Diesel|Paul Walker|Jordana Brewster
42521,Bill Plympton,
46738,Denis Villeneuve,Lubna Azabal|Mélissa Désormeaux-Poulin|Maxim Gaudette
49022,Luke Greenfield,Kate Hudson|Ginnifer Goodwin|John Krasinski
55721,Paul Feig,Kristen Wiig|Rose Byrne|Maya Rudolph
38321,Scott Stewart,Paul Bettany|Karl Urban|Cam Gigandet
50780,Jodie Foster,Jodie Foster|Mel Gibson|Jennifer Lawrence
39410,Ishirô Honda,Frankie Sakai|Hiroshi Koizumi|Kyôko Kagawa
1865,Rob Marshall,Johnny Depp|Penélope Cruz|Ian McShane
59436,Woody Allen,Owen Wilson|Rachel McAdams|Kurt Fuller
63831,Luc Dardenne,Cécile de France|Thomas Doret|Jérémie Renier
51608,Lee Jeong-Beom,Won Bin|Kim Sae-ron|Kim Tae-hoon
8967,Terrence Malick,Brad Pitt|Sean Penn|Jessica Chastain
45243,Todd Phillips,Bradley Cooper|Ed Helms|Zach Galifianakis
3107,Ishirô Honda,Akira Kubo|Jun Tazaki|Yukiko Kobayashi
59678,Joe Cornish,Nick Frost|Jodie Whittaker|John Boyega
46221,Carlo Ledesma,Bel Deliá|Steve Davis|Luke Arnold
25738,John Berry,John Garfield|Shelley Winters|Wallace Ford
49444,Jennifer Yuh Nelson,Jack Black|Angelina Jolie|Dustin Hoffman
49538,Matthew Vaughn,James McAvoy|Michael Fassbender|Jennifer Lawrence
49020,Richard Ayoade,Craig Roberts|Sally Hawkins|Paddy Considine
25541,Nicolo Donato,Nicolas Bro|David Dencik|Claus Flygare
45658,Dan Rush,Rebecca Hall|Will Ferrell|Glenn Howerton
55347,Mike Mills,Ewan McGregor|Christopher Plummer|Mélanie Laurent
37686,J.J. Abrams,Joel Courtney|Elle Fanning|Riley Griffiths
29877,Irving Cummings,Shirley Temple|John Boles|Rochelle Hudson
44912,Martin Campbell,Ryan Reynolds|Blake Lively|Peter Sarsgaard
56272,Sebastian Gutierrez,Carla Gugino|Joseph Gordon-Levitt|Timothy Olyphant
58224,Mark Waters,Jim Carrey|Carla Gugino|Madeline Carroll
52449,Jake Kasdan,Cameron Diaz|Jason Segel|Justin Timberlake
38356,Michael Bay,Shia LaBeouf|John Malkovich|Ken Jeong
59861,Tom Hanks,Tom Hanks|Julia Roberts|Bryan Cranston
38319,David Gordon Green,Danny McBride|James Franco|Natalie Portman
107973,Irving Cummings,Betty Grable|John Payne|June Haver
65034,Curtis Hanson,William Hurt|Paul Giamatti|James Woods
22907,John Luessenhop,Chris Brown|Hayden Christensen|Matt Dillon
51540,Seth Gordon,Jennifer Aniston|Jason Bateman|Charlie Day
49013,John Lasseter,Owen Wilson|Larry the Cable Guy|Michael Caine
58257,Ken Russell,Helen Mirren|Dorothy Tutin|Scott Antony
63144,Andrew Rossi,David Carr|Brian Stelter|Bruce Headlam
61537,Jeffrey Donovan,Bruce Campbell|Chandra West|Kiele Sanchez
94725,Charles Burnett,Danny Glover|Paul Butler|DeVaughn Nixon
84922,Ken Russell,Robert Powell|Georgina Hale|Lee Montague
66195,Nick Tomnay,David Hyde Pierce|Clayne Crawford|Nathaniel Parker
12445,David Yates,Daniel Radcliffe|Rupert Grint|Emma Watson
64690,Nicolas Winding Refn,Ryan Gosling|Carey Mulligan|Bryan Cranston
1771,Joe Johnston,Chris Evans|Hugo Weaving|Tommy Lee Jones
50646,Glenn Ficarra,Steve Carell|Julianne Moore|Ryan Gosling
51828,Lone Scherfig,Anne Hathaway|Jim Sturgess|Patricia Clarkson
67913,John Michael McDonagh,Brendan Gleeson|Don Cheadle|Liam Cunningham
51162,Stephen Anderson,Jim Cummings|Travis Oates|Bud Luckey
65599,Lucky McKee,Pollyanna McIntosh|Sean Bridgers|Angela Bettis
13931,Pete Docter,Billy Crystal|John Goodman
41513,Raja Gosnell,Hank Azaria|Neil Patrick Harris|Jayma Mays
43935,Kevin Munroe,Brandon Routh|Peter Stormare|Sam Huntington
50544,Will Gluck,Justin Timberlake|Mila Kunis|Patricia Clarkson
59968,Jesse Peretz,Paul Rudd|Elizabeth Banks|Zooey Deschanel
65673,Martin Scorsese,Elia Kazan|Martin Scorsese|Elias Koteas
61791,Rupert Wyatt,James Franco|Freida Pinto|John Lithgow
49520,David Dobkin,Olivia Wilde|Ryan Reynolds|Jason Bateman
50014,Tate Taylor,Emma Stone|Viola Davis|Octavia Spencer
62206,Ruben Fleischer,Jesse Eisenberg|Danny McBride|Aziz Ansari
56832,Shinsuke Sato,Kazunari Ninomiya|Kenichi Matsuyama|Yuriko Yoshitaka
55779,Steven Quale,Emma Bell|Nicholas D'Agosto|Miles Fisher
60309,Robert Redford,Evan Rachel Wood|James McAvoy|Kevin Kline
55465,Todd Strauss-Schulson,Neil Patrick Harris|John Cho|Elias Koteas
47261,Pablo Trapero,Ricardo Darín|Martina Gusman|Darío Valenzuela
58151,Craig Gillespie,Anton Yelchin|Colin Farrell|Toni Collette
55420,Mike Cahill,William Mapother|Brit Marling|Matthew-Lee Erlbach
60375,Aki Kaurismäki,Sakari Kuosmanen|Silu Seppälä
44835,Spencer Susser,Joseph Gordon-Levitt|Natalie Portman|Rainn Wilson
52015,Jim Mickle,Danielle Harris|Kelly McGillis|Nick Damici
48289,John Madden,Helen Mirren|Ciarán Hinds|Tom Wilkinson
62835,Olivier Megaton,Zoe Saldana|Cliff Curtis|Callum Blue
55244,Richard Press,Bill Cunningham|Tom Wolfe|Anna Wintour
43942,Heidi Ewing,Zoe Sloane|Jade Viggiano|Amancaya Aguilar
63311,Pedro Almodóvar,Antonio Banderas|Elena Anaya|Marisa Paredes
51588,Joe Nussbaum,Aimee Teegarden|Thomas McDonell|Nicholas Braun
57211,Alex Gibney,Ken Kesey|Jerry Garcia|Neal Cassady
63579,James Marsh,Bob Angelini|Bern Cohen|Reagan Leonard
60784,Jaap van Heusden,Oscar Van Rompay|Halina Reijn|Leon Voorberg
69798,Ben Palmer,Simon Bird|James Buckley|Blake Harrison
54662,Miranda July,Miranda July|Hamish Linklater|David Warshofsky
72711,Steve James,Tio Hardiman|Ameena Matthews|Cobe Williams
48572,Kevin Smith,Michael Parks|John Goodman|Melissa Leo
67884,Sebastián Borensztein,Ricardo Darín|Muriel Santa Ana|Javier Pinto
70868,Douglas McGrath,Sarah Jessica Parker|Pierce Brosnan|Sarah Shahi
106833,Henry Levin,Pat Boone|Shirley Jones|Arthur O'Connell
65055,David R. Ellis,Sara Paxton|Chris Carmack|Joel David Moore
39538,Steven Soderbergh,Matt Damon|Gwyneth Paltrow|Kate Winslet
60308,Bennett Miller,Brad Pitt|Jonah Hill|Philip Seymour Hoffman
18093,Jon Jones,Geraldine James|Felicity Jones|J. J. Feild
24428,Joss Whedon,Robert Downey Jr.|Chris Evans|Mark Ruffalo
49517,Tomas Alfredson,John Hurt|Gary Oldman|Kathy Burke
60243,Asghar Farhadi,Leila Hatami|Kimia Hosseini|Merila Zarei
48231,David Cronenberg,Keira Knightley|Viggo Mortensen|Michael Fassbender
59440,Gavin O'Connor,Tom Hardy|Jennifer Morrison|Nick Nolte
10316,George Clooney,Ryan Gosling|George Clooney|Philip Seymour Hoffman
74725,Ben Wheatley,Neil Maskell|MyAnna Buring|Harry Simpson
49021,Gary McKendry,Jason Statham|Clive Owen|Robert De Niro
40807,Jonathan Levine,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick
39517,Adrian Shergold,Tom Beard|James Bellamy|Rachael Blake
41800,Lee Sholem,George Reeves|Phyllis Coates|Beverly Washburn
74643,Michel Hazanavicius,Jean Dujardin|Bérénice Bejo|John Goodman
64720,Jeff Nichols,Michael Shannon|Jessica Chastain|Katy Mixon
70588,David Robert Mitchell,Claire Sloma|Marlon Morton|Amanda Bauer
39254,Shawn Levy,Hugh Jackman|Dakota Goyo|Evangeline Lilly
67273,Cindy Meehl,Buck Brannaman|Robert Redford|Scarlett Johansson
68817,Craig Brewer,Kenny Wormald|Julianne Hough|Andie MacDowell
60935,Matthijs van Heijningen Jr.,Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen
76543,Paddy Considine,Peter Mullan|Olivia Colman|Eddie Marsan
50837,Sean Durkin,Elizabeth Olsen|Hugh Dancy|John Hawkes
71859,Lynne Ramsay,John C. Reilly|Tilda Swinton|Ezra Miller
52451,Paul W.S. Anderson,Milla Jovovich|Orlando Bloom|Logan Lerman
49530,Andrew Niccol,Justin Timberlake|Amanda Seyfried|Cillian Murphy
44754,Kenneth Lonergan,Anna Paquin|Matt Damon|Mark Ruffalo
72113,Roman Polanski,Kate Winslet|Jodie Foster|Christoph Waltz
50839,J.C. Chandor,Kevin Spacey|Paul Bettany|Jeremy Irons
72571,Henry Joost,Katie Featherston|Sprague Grayden|Lauren Bittner
58233,Oliver Parker,Rowan Atkinson|Dominic West|Gillian Anderson
59965,John Singleton,Taylor Lautner|Lily Collins|Alfred Molina
76025,Steve McQueen,Michael Fassbender|Carey Mulligan|James Badge Dale
63492,Mark Mylod,Chris Evans|Anna Faris|Martin Freeman
70670,Morten Tyldum,Aksel Hennie|Nikolaj Coster-Waldau|Synnøve Macody Lund
69735,Lauren Montgomery,Ben McKenzie|Bryan Cranston|Eliza Dushku
59108,Brett Ratner,Ben Stiller|Eddie Murphy|Casey Affleck
88794,Clint Eastwood,Leonardo DiCaprio|Josh Hamilton|Geoff Pierson
73499,Michael Brandt,Stephen Moyer|Topher Grace|Richard Gere
17578,Steven Spielberg,Jamie Bell|Andy Serkis|Daniel Craig
75964,Martin Scorsese,George Harrison|Paul McCartney|John Lennon
44826,Martin Scorsese,Ben Kingsley|Sacha Baron Cohen|Asa Butterfield
70578,Joel Schumacher,Nicolas Cage|Nicole Kidman|Liana Liberato
37958,Tarsem Singh,Mickey Rourke|Kellan Lutz|Isabel Lucas
71880,Dennis Dugan,Adam Sandler|Katie Holmes|Al Pacino
75233,Joachim Trier,Anders Danielsen Lie|Hans Olav Brenner|Ingrid Olava
65057,Alexander Payne,George Clooney|Shailene Woodley|Amara Miller
64328,James Bobin,Amy Adams|Jason Segel|Emily Blunt
50619,Bill Condon,Kristen Stewart|Robert Pattinson|Taylor Lautner
57212,Steven Spielberg,Tom Hiddleston|Benedict Cumberbatch|Toby Kebbell
23514,Bruce Robinson,Johnny Depp|Amber Heard|Aaron Eckhart
75900,Simon Curtis,Michelle Williams|Eddie Redmayne|Kenneth Branagh
79120,Andrew Haigh,Tom Cullen|Chris New|Jonathan Race
30618,Guy Moshe,Josh Hartnett|Demi Moore|Woody Harrelson
29879,David Butler,Shirley Temple|Lionel Barrymore|Evelyn Venable
57431,David Gordon Green,Sam Rockwell|Jonah Hill|Max Records
64685,Stephen Daldry,Thomas Horn|Tom Hanks|Sandra Bullock
9642,Stefan Fjeldmark,Roger Carel|Lorànt Deutsch|Sara Forestier
51052,Barry Cook,James McAvoy|Hugh Laurie|Bill Nighy
91550,Geoffrey Fletcher,Saoirse Ronan|Alexis Bledel|James Gandolfini
70074,Walter Hill,Sylvester Stallone|Sung Kang|Sarah Shahi
76163,Simon West,Sylvester Stallone|Jason Statham|Dolph Lundgren
13396,Jimmy T. Murakami,David Bowie|Raymond Briggs|Mel Smith
70160,Gary Ross,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth
59457,Benedek Fliegauf,Eva Green|Matt Smith|Lesley Manville
49026,Christopher Nolan,Christian Bale|Michael Caine|Gary Oldman
49040,Tony Gilroy,Jeremy Renner|Rachel Weisz|Edward Norton
58574,Guy Ritchie,Robert Downey Jr.|Jude Law|Jared Harris
66150,Kevin Macdonald,Cindy Baer|Moica|Caryn Waechter
39287,Gordon Douglas,Ann-Margret|Red Buttons|Mike Connors
17775,Sook-Yin Lee,Sook-Yin Lee|Gil Bellows|K. C. Collins
57157,Jason Reitman,Charlize Theron|Patton Oswalt|Patrick Wilson
62838,Garry Marshall,Robert De Niro|Katherine Heigl|Ashton Kutcher
56292,Brad Bird,Tom Cruise|Jeremy Renner|Simon Pegg
74465,Cameron Crowe,Matt Damon|Scarlett Johansson|Thomas Haden Church
65754,David Fincher,Daniel Craig|Rooney Mara|Christopher Plummer
71469,Chris Gorak,Emile Hirsch|Rachael Taylor|Olivia Thirlby
73873,Rodrigo García,Glenn Close|Mia Wasikowska|Aaron Taylor-Johnson
51995,George Ratliff,Jennifer Connelly|Marisa Tomei|Pierce Brosnan
80038,Jennifer Westfeldt,Adam Scott|Jennifer Westfeldt|Jon Hamm
77866,Baltasar Kormákur,Mark Wahlberg|Kate Beckinsale|Ben Foster
75301,Constance Marks,Bill Barretta|Frank Oz|Whoopi Goldberg
63574,Todd Graff,Queen Latifah|Dolly Parton|Keke Palmer
62837,Charles Martin Smith,Morgan Freeman|Ashley Judd|Harry Connick Jr.
71688,Phyllida Lloyd,Meryl Streep|Anthony Stewart Head|Harry Lloyd
72842,Niall MacCormick,Jessica Brown Findlay|Felicity Jones|Sebastian Koch
79896,D. Kerry Prior ,Chris Wylde|David Anders|Louise Griffiths
52520,Måns Mårlind,Kate Beckinsale|Stephen Rea|Michael Ealy
75174,Joe Carnahan,Liam Neeson|Dermot Mulroney|Frank Grillo
49527,Asger Leth,Sam Worthington|Elizabeth Banks|Jamie Bell
145594,Dunia Ayaso,Pepón Nieto|Candela Peña|Loles León
70435,Steven Soderbergh,Gina Carano|Ewan McGregor|Michael Fassbender
65760,Larysa Kondracki,Rachel Weisz|Vanessa Redgrave|Monica Bellucci
74997,Tom Six,Laurence R. Harvey|Ashlynn Yennie|Dominic Borrelli
25774,Carlos Saura,
74998,Roger Donaldson,Nicolas Cage|Guy Pearce|January Jones
71670,Scott Spiegel,Kip Pardue|Brian Hallisay|John Hensley
36865,Yasuhiro Takemoto,Minori Chihara|Yuko Goto|Aya Hirano
72431,Anthony Hemingway,Bryan Cranston|David Oyelowo|Cuba Gooding Jr.
77338,Eric Toledano,François Cluzet|Omar Sy|Audrey Fleurot
54054,Julie Anne Robinson,Katherine Heigl|Jason O'Mara|Daniel Sunjata
58428,Ti West,Sara Paxton|Pat Healy|Kelly McGillis
76726,Josh Trank,Dane DeHaan|Alex Russell|Michael B. Jordan
148033,Todd Haynes,J. Evan Bonifant|Barbara Garrick|Julie Halston
64678,Gavin Wiesen,Freddie Highmore|Emma Roberts|Michael Angarano
13976,Michael Matheson,Dylan Moran
13586,Michael Matheson,Dylan Moran
26118,Randall Churchill,Dylan Moran
59961,Daniel Espinosa,Denzel Washington|Ryan Reynolds|Vera Farmiga
72570,Michael Sucsy,Rachel McAdams|Channing Tatum|Sam Neill
80379,Louis C.K.,Louis C.K.
14205,Rosser Goodman,Brent Gorski|Jay Brannan|Melissa Searing
84200,Jamie Travis,Ari Graynor|Lauren Miller|Mark Webber
72545,Brad Peyton,Josh Hutcherson|Dwayne Johnson|Michael Caine
51999,David Mackenzie,Ewan McGregor|Eva Green|Ewen Bremner
53174,Til Schweiger,Til Schweiger|Emma Schweiger|Jasmin Gerat
84259,Howard Zieff,Jeff Bridges|Alan Arkin|Blythe Danner
71676,Brian Taylor,Nicolas Cage|Ciarán Hinds|Violante Placido
21634,Russell Mulcahy,Ryan Kelley|Sigourney Weaver|Henry Czerny
27902,Randal Kleiser,Amanda Bynes|Chris Carmack|Jonathan Bennett
26397,Ken Burns,Sam Waterston|Julie Harris|Jason Robards
83860,Andrew Erwin,Rachel Hendrix |Jason Burkey|Robert Amaya 
79548,Heitor Dhalia,Amanda Seyfried|Daniel Sunjata|Jennifer Carpenter
72213,Alex Kendrick,Alex Kendrick|Ken Bevel|Ben Davies
57214,Nima Nourizadeh,Oliver Cooper|Jonathan Daniel Brown|Thomas Mann
73723,Kyle Balda,Zac Efron|Danny DeVito|Taylor Swift
73937,David Frankel,Owen Wilson|Steve Martin|Jack Black
38674,Mike Clattenburg,John Paul Tremblay|Robb Wells|Lucy Decoutere
82620,T.J. Martin,O.C. Brown|Bill Courtney|Chavis Daniels
59962,McG,Reese Witherspoon|Chris Pine|Tom Hardy
49529,Andrew Stanton,Taylor Kitsch|Lynn Collins|Samantha Morton
79108,Ken Scott,Patrick Huard|Julie Le Breton|Antoine Bertrand
64288,Lee Fulkerson,Lee Fulkerson|Matthew Lederman|Alona Pulde
74387,Michael Dowse,Seann William Scott|Jay Baruchel|Alison Pill
91010,Jay Roach,Julianne Moore|Woody Harrelson|Ed Harris
64688,Phil Lord,Channing Tatum|Jonah Hill|Brie Larson
82532,Jay Duplass,Jason Segel|Ed Helms|Susan Sarandon
81796,Stephen St. Leger,Guy Pearce|Maggie Grace|Joseph Gilgun
80304,Matt Piedmont,Will Ferrell|Gael García Bernal|Génesis Rodríguez
56591,Alex Stapleton,Roger Corman|Martin Scorsese|Robert De Niro
80767,David Gelb,Jiro Ono|Masuhiro Yamamoto|Yoshikazu Ono
57165,Jonathan Liebesman,Sam Worthington|Liam Neeson|Ralph Fiennes
10679,Timo Vuorensola,Julia Dietze|Christopher Kirby|Götz Otto
71552,Jon Hurwitz,Jason Biggs|Alyson Hannigan|Seann William Scott
94329,Gareth Evans,Iko Uwais|Joe Taslim|Donny Alamsyah
22970,Drew Goddard,Kristen Connolly|Chris Hemsworth|Anna Hutchison
74306,Bobcat Goldthwait,Joel Murray|Tara Lynne Barr|Mackenzie Brooke Smith
76489,Bobby Farrelly,Sean Hayes|Will Sasso|Chris Diamantopoulos
70436,James McTeigue,John Cusack|Luke Evans|Alice Eve
54271,Tony Krantz,Antonio Banderas|Thomas Kretschmann|Sienna Guillory
62764,Tarsem Singh,Julia Roberts|Lily Collins|Armie Hammer
44833,Peter Berg,Taylor Kitsch|Alexander Skarsgård|Rihanna
206953,Emma Cooper,Louis Theroux|Fred Phelps
74534,John Madden,Bill Nighy|Maggie Smith|Tom Wilkinson
72207,Nicholas Stoller,Jason Segel|Emily Blunt|Chris Pratt
67660,Tim Story,Michael Ealy|Jerry Ferrara|Meagan Good
77877,Scott Hicks,Zac Efron|Blythe Danner|Taylor Schilling
62213,Tim Burton,Johnny Depp|Michelle Pfeiffer|Helena Bonham Carter
13486,Russell Mulcahy,Michael Copon|Randy Couture|Karen David
